student_id,classes_attended,classes_total,study_hours_per_week,assignments_submitted,assignments_total,quiz_points_earned,quiz_points_possible,discussion_posts,office_hours_visits,sleep_hours,work_hours_per_week,commute_minutes,prior_gpa,late_submissions,practice_exam_points,practice_exam_possible,lms_logins_last_30_days
S00288,14,26,8.5,11,12,86,110,4,3,6.7,25.7,44.4,3.56,7,67,80,23
S00289,20,28,9.6,9,11,87,110,9,2,8.3,8.1,16.8,2.79,2,75,100,55
S00290,22,24,16.7,10,10,90,90,8,6,6.6,23.6,60.9,2.63,3,78,100,49
S00291,24,24,13.7,13,13,79,110,13,3,7.2,11.6,35.8,2.39,0,87,100,42
S00292,21,24,3.2,10,11,63,90,5,2,9.1,8.3,3.9,2.28,1,58,100,30
S00293,20,28,10.9,9,12,71,110,5,0,7.7,13.4,17.3,3.5,5,56,90,50
S00294,19,24,7.1,9,11,59,90,5,3,7.6,12.9,46.7,2.89,4,57,90,64
S00295,22,26,12.1,11,12,51,90,5,3,6.8,16.1,28.4,2.87,3,89,100,72
S00296,21,26,10.8,8,11,90,100,9,4,8.3,13.9,12.0,4.0,2,79,80,72
S00297,23,28,3.0,7,12,46,120,6,1,7.3,12.2,18.3,2.99,3,47,90,34
S00298,17,30,5.2,7,10,82,120,3,1,6.7,7.7,15.6,2.34,5,50,80,3
S00299,23,28,5.2,9,12,67,100,0,1,6.8,12.8,30.2,2.53,5,78,100,39
S00300,21,24,8.3,7,10,100,120,8,4,7.0,13.6,6.5,2.68,3,69,90,52
S00301,13,28,2.5,4,10,54,90,4,1,7.4,11.2,45.1,2.59,1,48,80,13
S00302,18,24,2.8,6,11,52,90,2,0,7.8,5.7,13.9,1.71,2,44,90,33
S00303,22,26,17.8,12,13,74,90,10,2,8.4,6.2,0,2.87,3,84,100,46
S00304,22,30,3.6,7,13,55,90,6,0,7.5,7.8,26.6,2.23,9,48,90,21
S00305,14,28,9.0,11,11,70,110,11,3,5.9,7.6,48.9,2.71,3,73,80,50
S00306,20,24,9.6,10,13,71,100,7,2,6.1,7.3,9.7,2.44,0,59,80,43
S00307,17,26,5.0,8,11,65,90,3,0,4.7,17.2,17.1,3.2,4,53,90,18
S00308,13,28,0,7,10,67,120,0,0,6.5,6.8,37.0,2.66,5,37,90,2
S00309,22,26,8.2,5,10,50,90,2,3,6.5,3.0,43.5,2.33,1,40,80,45
S00310,25,28,8.5,9,12,68,90,6,4,7.1,22.3,38.3,2.82,3,63,80,50
S00311,21,28,12.6,8,11,70,100,6,3,6.3,7.8,9.4,3.02,1,64,100,37
S00312,21,30,14.8,9,11,98,110,9,1,6.6,14.3,7.2,3.85,3,78,90,45
S00313,23,24,1.3,10,13,58,100,3,2,8.0,12.5,13.8,2.73,3,59,100,22
S00314,20,26,6.8,8,11,82,100,4,1,8.6,5.6,20.4,2.2,5,74,90,10
S00315,25,28,7.6,10,11,80,100,8,6,8.5,17.7,45.3,2.97,1,70,90,54
S00316,14,26,4.9,8,11,69,100,3,2,8.7,12.4,43.5,1.81,8,77,100,31
S00317,21,30,7.8,7,11,77,120,11,3,5.6,24.9,51.1,2.84,6,76,100,22
S00318,25,30,6.6,10,12,75,90,5,6,6.5,14.7,26.6,2.7,2,69,100,26
S00319,20,26,15.9,13,13,75,90,7,3,6.1,15.9,29.1,3.73,0,68,80,49
S00320,22,24,10.1,11,12,97,120,10,5,6.9,13.4,5.3,2.97,4,62,80,52
S00321,24,26,8.3,10,12,72,100,5,5,6.7,8.1,32.3,3.12,3,70,100,57
S00322,15,26,0.5,7,11,62,100,6,2,5.9,15.1,33.9,2.06,7,48,100,19
S00323,27,30,8.9,7,10,97,110,7,3,5.3,28.0,48.6,3.1,4,65,80,57
S00324,13,24,0.5,9,13,57,100,6,0,8.1,13.2,20.4,2.95,3,52,80,20
S00325,27,30,10.1,11,11,97,100,3,5,7.3,14.5,25.9,2.75,5,50,90,36
S00326,23,30,7.2,8,10,85,120,1,5,7.1,7.2,0,2.79,3,55,90,38
S00327,25,26,13.2,8,10,96,120,5,4,7.5,12.7,0,2.89,4,82,90,41
S00328,15,30,1.6,5,13,63,100,0,1,6.8,10.4,34.8,2.63,6,57,90,4
S00329,21,26,11.7,9,11,105,110,9,4,6.8,9.7,50.1,3.57,3,79,90,47
S00330,14,24,9.4,10,13,72,90,0,2,6.5,8.4,70.7,2.57,7,91,100,29
S00331,9,26,3.5,8,13,65,100,7,1,6.5,16.0,47.5,3.49,4,45,90,45
S00332,13,26,4.2,5,10,76,100,4,0,8.6,0,13.5,3.61,4,60,100,16
S00333,23,28,9.4,11,12,99,120,6,5,6.7,18.1,39.7,2.78,2,89,100,51
S00334,13,24,4.5,9,11,72,90,1,0,6.9,7.7,23.1,2.86,1,52,80,28
S00335,20,30,3.9,10,12,55,90,5,1,7.0,0,26.2,2.63,3,63,90,34
S00336,18,30,6.1,7,13,58,110,0,2,7.7,22.2,5.0,2.82,6,65,80,28
S00337,17,30,0,8,12,58,90,0,1,7.3,18.4,0,2.67,4,63,100,30
S00338,17,30,9.2,8,12,71,120,0,1,7.6,11.6,12.5,2.71,8,43,80,21
S00339,17,30,7.2,8,13,65,110,2,3,6.3,10.9,26.2,3.09,6,70,100,48
S00340,13,24,1.9,4,12,63,100,0,2,7.3,25.8,70.3,1.81,8,49,90,33
S00341,19,26,9.2,11,12,87,110,3,3,6.6,8.4,38.8,2.62,6,71,90,50
S00342,25,26,4.2,10,12,61,120,2,3,6.7,6.7,0,2.98,1,50,80,32
S00343,10,28,6.4,6,12,68,100,3,0,6.0,28.0,25.6,2.45,8,58,100,21
S00344,18,24,9.4,7,11,92,100,4,1,8.1,0,18.4,3.98,0,86,90,31
S00345,29,30,9.6,9,11,76,100,9,1,6.8,5.3,16.7,2.87,0,73,100,49
S00346,11,24,5.8,7,12,96,120,1,2,6.6,16.5,36.0,3.58,4,86,100,25
S00347,29,30,7.1,6,10,87,110,4,2,5.9,35,27.3,2.9,4,69,90,50
S00348,24,24,10.9,12,13,81,100,7,5,7.6,24.5,32.5,3.07,4,80,90,32
S00349,29,30,13.0,10,12,84,110,10,4,6.4,0,10.9,2.55,2,87,90,37
S00350,16,28,4.6,7,13,72,120,0,4,6.3,22.3,17.3,2.51,3,56,80,33
S00351,25,30,14.3,11,13,120,120,6,0,5.9,16.3,32.5,4.0,1,59,80,51
S00352,21,30,9.1,7,10,62,100,8,5,6.9,14.2,43.4,1.97,6,58,100,48
S00353,26,28,10.3,13,13,95,120,8,4,8.5,0,22.8,3.07,1,80,80,63
S00354,12,26,13.0,10,12,97,100,4,1,8.6,22.6,58.2,4.0,7,86,100,16
S00355,26,30,13.3,8,10,67,120,10,2,6.7,7.5,31.6,2.44,5,69,100,39
S00356,12,26,3.4,7,13,84,110,1,0,7.4,3.3,17.2,3.28,7,74,100,28
S00357,18,24,9.9,11,13,71,110,4,1,7.4,19.2,42.0,2.96,0,59,90,32
S00358,27,30,8.5,9,11,72,90,18,1,6.5,3.0,29.5,2.96,2,80,90,63
S00359,13,26,6.6,9,12,59,90,4,0,6.0,24.8,33.1,3.49,5,43,80,30
S00360,18,26,5.4,7,12,58,100,5,4,4.6,18.6,63.1,2.29,4,69,100,30
S00361,21,30,5.9,6,10,84,100,3,1,6.4,24.5,20.3,2.99,5,61,90,25
S00362,20,24,7.0,10,11,53,90,9,3,7.4,8.7,29.0,2.77,1,77,90,34
S00363,30,30,8.7,9,13,42,120,10,5,5.6,11.2,39.5,1.7,3,74,100,55
S00364,20,24,7.3,11,11,94,120,6,0,7.0,18.5,32.6,3.35,7,49,90,57
S00365,20,28,6.7,8,13,85,100,0,1,5.9,8.8,10.8,2.83,1,59,80,37
S00366,20,26,9.5,11,12,86,100,6,4,6.3,12.4,51.0,2.93,5,79,100,41
S00367,22,30,5.2,7,10,53,120,2,2,6.3,2.2,20.0,1.7,5,46,90,24
S00368,15,24,5.7,8,13,66,120,1,2,6.9,9.6,9.9,3.29,8,61,80,22
S00369,26,26,15.4,11,12,94,110,10,5,6.7,19.6,21.0,2.52,0,60,90,47
S00370,14,24,5.5,8,11,59,110,0,2,7.1,11.8,18.4,2.64,6,43,80,26
S00371,18,24,5.6,5,11,62,90,2,2,7.4,10.7,34.6,2.27,2,67,90,38
S00372,20,30,7.9,7,10,71,90,2,7,6.4,35,64.3,2.86,8,66,90,25
S00373,20,26,3.5,8,10,35,100,10,5,6.9,13.2,51.9,1.7,1,49,90,14
S00374,22,26,12.6,12,13,58,100,8,2,7.7,3.2,4.0,2.79,3,69,80,67
S00375,14,24,4.3,5,10,79,100,6,0,6.5,3.0,32.8,2.39,5,39,80,29
S00376,22,24,11.1,9,10,53,90,10,3,6.4,15.5,51.0,3.03,0,80,100,30
S00377,17,24,7.1,6,11,75,100,0,3,7.4,0,0,3.16,3,50,80,37
S00378,19,26,8.8,11,12,60,100,5,3,7.3,3.0,11.5,2.89,5,69,90,48
S00379,19,24,10.8,10,10,66,90,8,2,7.4,20.8,2.0,3.33,1,79,100,54
S00380,23,30,11.1,11,12,63,90,6,3,7.7,17.6,60.6,3.56,7,84,90,43
S00381,16,30,5.6,7,10,69,120,4,3,7.0,6.9,35.3,2.76,7,35,80,18
S00382,21,28,1.2,6,11,54,100,5,3,7.8,1.7,34.2,1.82,1,30,80,27
S00383,17,28,6.7,8,11,83,120,4,0,7.1,10.4,10.8,3.47,7,83,100,22
S00384,20,24,4.8,7,11,80,120,4,1,6.8,11.8,37.0,2.08,4,33,90,46
S00385,22,30,11.6,9,13,80,110,8,1,6.6,5.3,24.2,3.43,3,78,90,52
S00386,18,30,4.5,9,12,82,120,4,0,6.2,14.4,2.4,2.34,5,53,100,39
S00387,18,24,7.7,12,13,80,100,4,4,5.9,20.0,8.7,3.32,5,73,80,52
S00388,22,28,8.9,13,13,56,90,6,5,6.1,13.0,30.2,2.34,2,68,100,12
S00389,21,28,11.2,10,10,81,100,5,3,7.4,0,17.6,3.14,1,74,100,43
S00390,19,26,6.5,10,12,63,100,6,0,8.2,7.6,23.7,3.08,1,77,100,25
S00391,19,26,9.3,11,13,85,110,9,4,6.5,20.5,20.2,2.57,5,41,80,47
S00392,15,24,5.5,7,11,58,100,4,1,6.1,0,4.2,3.41,4,54,90,13
S00393,14,30,4.5,8,12,93,110,0,3,6.0,0,7.3,3.03,6,54,100,41
S00394,18,28,7.8,6,11,79,120,8,2,6.0,9.2,28.7,2.31,2,74,90,34
S00395,30,30,12.7,10,12,100,100,10,4,7.6,16.6,30.0,2.83,2,68,80,55
S00396,23,26,11.4,9,11,93,100,11,4,7.5,0.6,28.4,3.54,0,79,90,40
S00397,20,28,4.7,8,12,56,110,9,1,7.7,13.9,38.7,2.3,4,75,100,18
S00398,17,28,8.2,8,13,77,100,3,2,6.5,24.3,50.8,3.35,11,54,80,51
S00399,22,30,9.4,11,13,79,100,8,4,7.5,20.4,41.9,3.54,1,79,90,51
S00400,16,24,1.9,8,11,61,120,6,0,6.7,5.4,51.7,2.55,3,66,100,14
S00401,21,24,7.9,8,10,88,110,8,2,6.6,2.6,25.2,2.84,5,77,100,28
S00402,18,30,3.0,8,11,50,90,3,1,6.6,3.6,9.5,2.63,6,44,100,14
S00403,22,26,5.2,6,13,64,90,6,3,6.4,17.6,30.2,2.3,7,70,100,14
S00404,21,28,11.1,9,10,91,110,12,3,7.5,14.5,33.1,2.57,5,73,90,55
S00405,21,30,9.0,12,12,68,90,2,2,6.5,4.9,30.1,3.31,3,94,100,25
S00406,17,24,7.7,9,12,90,100,4,3,7.0,9.3,1.5,3.58,1,76,80,33
S00407,17,28,4.6,9,13,77,110,6,0,7.1,11.4,20.7,2.96,5,64,90,40
S00408,15,24,8.6,7,10,117,120,0,0,8.1,0,19.4,3.25,6,88,100,41
S00409,16,26,5.4,7,12,58,90,0,0,7.0,14.2,23.9,2.75,7,53,80,20
S00410,16,24,7.7,8,12,83,100,0,0,7.4,5.1,21.5,3.1,1,63,80,34
S00411,15,30,4.3,7,10,96,120,0,2,7.5,17.5,4.9,3.38,7,87,100,24
S00412,21,30,5.9,8,13,75,120,0,3,6.1,5.6,30.9,2.89,3,65,90,15
S00413,26,28,13.1,10,10,85,110,5,3,5.2,31.5,52.6,1.7,4,65,100,49
S00414,13,24,8.5,8,10,78,100,8,0,6.1,13.6,26.0,2.79,3,58,100,27
S00415,25,30,6.8,8,12,100,110,3,1,7.9,9.6,1.8,3.04,4,57,80,17
S00416,14,24,5.1,7,10,86,120,3,0,6.2,12.7,40.9,2.17,7,51,80,7
S00417,13,28,0,5,12,60,110,4,2,8.0,0,7.9,2.74,5,57,90,15
S00418,18,26,8.0,9,11,79,100,7,2,8.4,1.2,13.6,2.42,1,80,100,55
S00419,16,24,4.1,7,10,107,120,1,3,6.0,8.8,12.5,3.46,7,56,80,33
S00420,20,26,2.8,10,12,77,120,9,0,7.7,6.5,0,3.15,1,77,100,32
S00421,20,24,8.6,9,11,51,90,8,2,6.8,7.7,26.2,2.74,4,62,100,41
S00422,10,30,1.5,5,13,41,100,1,1,6.7,18.6,28.9,2.23,6,34,100,6
S00423,20,28,4.1,8,12,63,110,4,1,6.5,5.2,13.6,2.16,2,29,100,38
S00424,21,28,9.0,11,13,107,120,9,5,5.8,15.7,46.9,3.47,3,82,100,56
S00425,26,30,8.0,13,13,86,90,4,2,7.5,7.3,23.4,2.78,1,58,90,31
S00426,16,26,8.7,7,11,60,100,6,3,8.6,3.7,31.9,2.64,2,65,100,57
S00427,22,26,10.6,11,13,61,90,7,2,7.6,7.0,36.8,3.55,4,82,100,51
S00428,18,24,2.4,7,11,41,100,5,0,5.2,16.3,37.0,2.19,4,30,100,17
S00429,19,30,6.1,6,11,89,110,2,0,6.8,13.6,24.5,3.54,6,66,90,18
S00430,23,28,6.2,9,10,80,110,6,5,7.6,14.5,34.4,3.09,4,55,90,35
S00431,13,28,5.7,6,10,83,110,2,0,6.5,17.3,38.0,3.11,6,73,90,27
S00432,20,24,8.1,9,11,88,110,9,5,6.8,2.6,34.7,2.05,3,59,90,46
S00433,19,30,0.4,8,10,81,120,7,2,6.9,0,25.2,2.63,3,51,90,22
S00434,19,24,4.5,7,13,58,90,4,1,6.2,0.9,43.4,2.6,3,47,80,27
S00435,20,30,8.5,8,11,61,110,4,0,7.2,17.4,15.5,2.31,2,57,80,36
S00436,19,28,5.1,10,13,105,120,6,0,8.1,5.8,41.1,3.23,4,79,100,25
S00437,16,28,2.0,6,12,64,90,0,2,7.1,14.2,19.2,2.98,8,51,100,15
S00438,21,28,8.2,12,13,73,90,7,2,6.8,6.3,25.6,2.77,1,62,80,36
S00439,13,28,1.1,6,12,31,90,4,1,5.6,20.0,42.3,2.29,3,33,100,15
S00440,27,28,6.3,9,11,49,90,3,2,7.0,10.1,11.1,2.43,5,56,80,58
S00441,9,24,3.8,6,11,55,110,2,0,6.0,18.7,60.5,2.81,7,51,80,6
S00442,27,30,10.1,10,10,88,110,7,4,8.3,0,0,3.28,0,91,100,56
S00443,19,30,8.5,9,12,94,120,5,3,7.9,9.6,26.0,3.34,3,68,90,54
S00444,20,24,10.5,8,11,79,120,1,2,7.2,13.8,29.0,3.38,5,69,100,20
S00445,19,26,11.1,11,12,75,120,8,3,5.5,9.2,20.1,2.67,0,65,80,57
S00446,23,24,15.4,7,13,44,90,11,2,8.5,10.8,26.5,2.9,4,70,90,40
S00447,18,30,5.9,7,10,64,90,4,0,7.1,13.2,30.1,2.9,5,63,90,19
S00448,20,26,10.4,8,13,63,90,10,0,6.9,7.1,42.4,2.96,5,74,90,13
S00449,16,28,0.3,8,11,93,120,0,1,8.4,0.8,22.8,2.74,5,60,80,32
S00450,18,24,3.2,7,12,64,100,5,3,4.8,19.0,21.1,2.85,3,73,100,17
S00451,18,24,10.7,9,10,81,100,4,4,8.0,15.0,56.9,3.7,1,78,90,55
S00452,17,28,7.4,7,11,60,120,3,3,6.1,17.2,1.3,3.0,4,50,80,31
S00453,17,24,7.9,9,10,52,90,8,2,6.8,23.1,47.8,3.36,3,85,100,34
S00454,18,28,8.2,12,13,88,100,2,3,7.6,12.4,38.0,3.43,6,76,80,28
S00455,22,30,9.6,8,11,67,90,6,3,5.6,20.3,42.1,2.62,4,64,80,37
S00456,23,28,14.2,9,13,73,90,10,1,7.7,5.4,21.5,3.1,3,77,90,58
S00457,21,28,15.8,11,13,96,120,4,2,6.4,5.9,13.7,3.04,3,57,100,34
S00458,23,24,7.6,8,13,40,90,7,2,7.4,10.2,28.4,2.2,3,59,80,34
S00459,21,30,3.2,10,11,62,120,4,2,7.4,23.9,48.9,1.98,3,64,90,25
S00460,21,28,4.9,5,10,49,120,7,1,6.7,9.6,35.8,2.69,2,28,80,24
S00461,16,24,8.3,12,12,63,90,11,5,6.9,22.2,55.1,3.32,1,59,90,45
S00462,10,24,2.0,5,10,37,100,3,4,6.3,22.5,22.5,2.41,7,49,90,2
S00463,26,30,16.6,9,10,90,90,5,2,7.2,2.2,48.8,3.57,0,100,100,28
S00464,23,28,15.0,12,12,47,90,5,2,6.2,9.2,26.9,2.92,2,68,90,27
S00465,19,28,1.8,11,13,66,100,8,1,7.1,23.7,37.3,2.26,4,48,90,13
S00466,20,26,12.8,10,13,74,110,10,4,6.7,12.6,12.9,1.93,3,56,90,53
S00467,20,30,2.9,6,10,73,100,5,0,7.5,11.7,40.3,2.49,3,61,90,15
S00468,22,26,0.9,6,13,52,90,0,3,8.4,3.5,53.4,2.54,5,53,90,28
S00469,14,24,10.7,11,11,71,90,4,4,7.3,19.2,43.6,2.94,4,88,100,45
S00470,15,24,4.7,8,13,78,120,3,0,7.2,7.7,40.3,3.77,5,48,80,53
S00471,23,26,12.8,11,11,110,120,7,4,7.6,16.3,23.4,3.49,4,77,80,23
S00472,19,30,8.4,11,12,67,90,7,4,6.8,16.6,36.7,3.29,6,77,100,48
S00473,20,28,10.2,7,11,66,120,5,6,8.3,11.5,29.9,2.09,3,29,80,40
S00474,18,24,2.4,7,12,47,90,5,3,7.2,25.2,56.7,2.23,7,29,80,8
S00475,16,28,2.2,5,11,65,90,3,0,7.7,12.9,17.9,2.53,6,63,100,34
S00476,19,26,7.7,11,12,58,90,3,2,8.1,0,38.2,2.94,3,63,80,58
S00477,19,24,4.2,11,12,66,90,4,0,7.5,10.3,16.6,2.56,2,38,80,44
S00478,24,28,4.9,7,13,60,90,7,3,6.8,9.0,46.8,2.11,3,44,80,25
S00479,14,26,5.5,6,11,72,110,3,0,8.1,13.9,0,3.11,6,78,90,28
S00480,17,30,8.1,11,11,94,120,6,2,7.2,17.4,66.8,2.82,2,63,100,30
S00481,21,28,9.4,12,13,80,110,0,2,8.6,11.4,0,3.67,1,79,100,35
S00482,22,30,12.7,12,12,72,90,11,5,6.6,11.5,30.2,3.01,0,90,90,58
S00483,18,24,7.4,9,10,75,100,6,3,7.2,35,18.7,2.3,2,79,100,40
S00484,16,24,7.2,10,11,94,120,2,1,6.6,13.7,28.0,2.69,4,69,90,11
S00485,21,24,14.6,9,10,74,100,10,5,6.4,10.2,11.8,2.83,3,71,100,59
S00486,21,26,10.7,10,13,72,100,8,7,7.7,11.6,3.1,3.12,0,75,90,57
S00487,26,28,13.2,10,10,82,90,6,3,6.8,4.3,17.3,2.74,1,66,80,50
S00488,20,28,9.4,10,10,71,90,3,1,5.6,21.5,38.1,2.8,6,67,100,43
S00489,21,24,6.9,7,13,67,110,6,2,6.4,11.0,31.9,2.31,1,59,100,42
S00490,14,26,5.1,7,10,90,120,3,1,7.0,13.7,35.5,3.16,6,63,90,43
S00491,28,28,4.9,9,11,65,110,4,3,6.7,7.9,2.5,3.01,1,53,90,34
S00492,18,26,4.4,9,13,69,100,10,0,5.9,25.7,41.1,2.5,6,35,80,2
S00493,18,24,11.5,8,10,54,100,6,4,5.4,9.5,47.2,1.83,1,61,90,22
S00494,14,28,8.5,8,12,51,90,1,2,6.7,10.0,60.8,2.12,3,65,100,28
S00495,13,28,4.9,6,10,72,100,0,0,6.7,7.9,27.4,2.68,8,59,80,37
S00496,19,30,9.2,7,10,62,110,3,0,5.9,6.5,34.1,2.61,3,45,80,37
S00497,24,30,11.3,10,10,59,110,5,1,6.9,17.4,37.4,3.01,4,50,80,44
S00498,14,30,1.4,4,12,82,120,0,0,5.2,12.2,38.6,2.7,6,24,80,2
S00499,19,24,7.3,10,12,77,120,2,4,8.0,4.5,12.7,2.35,1,55,80,58
S00500,21,30,10.7,9,12,74,90,8,6,7.3,17.2,2.1,2.66,2,86,90,35
S00501,16,24,8.5,11,12,63,100,5,2,6.3,19.7,49.6,2.7,3,53,80,2
S00502,23,28,6.7,8,11,70,110,9,3,5.3,7.6,30.6,1.94,6,73,90,41
S00503,18,24,14.2,9,11,57,90,9,5,7.3,17.1,42.6,2.79,3,56,80,33
S00504,16,26,11.1,11,11,90,100,7,4,5.8,0.7,14.8,3.63,4,83,100,74
S00505,11,24,6.0,11,13,67,120,4,1,6.8,16.0,42.8,2.22,3,38,100,19
S00506,21,26,4.1,11,13,71,100,9,4,6.8,20.9,23.6,3.01,0,49,90,47
S00507,15,24,7.8,9,10,67,90,9,1,8.1,9.3,37.7,2.99,7,54,80,59
S00508,20,30,3.9,9,12,73,120,7,3,7.1,6.6,52.8,2.85,3,72,100,25
S00509,23,30,10.0,8,12,116,120,6,2,7.7,12.9,17.5,3.82,1,71,90,20
S00510,24,28,4.0,9,12,64,100,5,1,6.0,16.7,14.1,2.19,5,66,100,30
S00511,23,28,8.5,9,11,100,120,11,2,7.2,0,0,2.95,4,60,80,52
S00512,23,28,6.0,10,13,66,100,5,3,5.7,11.8,10.8,2.41,5,54,80,37
S00513,23,28,10.9,9,11,85,110,6,2,7.8,12.7,29.9,2.26,4,62,80,44
S00514,22,26,7.1,8,11,51,100,1,3,8.0,17.0,15.7,2.74,5,49,80,45
S00515,12,28,1.8,7,13,53,100,6,4,4.8,20.1,36.4,3.42,5,55,100,28
S00516,16,26,5.4,10,13,57,90,0,0,7.7,6.4,34.4,2.9,2,57,90,68
S00517,22,26,6.4,7,11,81,120,2,4,7.2,0.3,31.4,2.81,3,41,80,31
S00518,13,24,7.8,9,12,86,110,5,3,5.9,8.5,20.0,2.68,5,61,90,43
S00519,18,24,10.9,11,12,71,100,8,4,6.5,22.0,42.9,2.94,6,58,90,29
S00520,9,26,0,4,10,69,110,0,0,6.6,26.4,67.9,2.19,7,40,80,12
S00521,22,28,6.2,7,10,96,110,3,2,7.2,0,14.4,3.17,5,82,100,44
S00522,14,24,3.6,10,13,81,110,7,2,6.4,11.1,46.6,2.49,3,63,90,59
S00523,22,28,9.3,11,12,90,120,4,2,7.0,7.5,39.0,3.29,3,71,80,25
S00524,22,26,15.7,10,12,76,100,5,3,5.4,12.4,40.6,2.6,3,80,100,37
S00525,14,24,2.6,8,10,78,120,5,0,6.9,9.4,20.9,3.25,2,72,100,38
S00526,18,28,3.6,5,10,63,90,4,1,6.7,6.0,0,2.68,4,45,80,12
S00527,21,24,9.8,8,11,84,120,7,2,6.1,22.5,33.7,2.65,0,48,80,19
S00528,18,24,15.0,10,13,75,100,10,3,7.0,19.6,50.5,2.71,4,52,80,36
S00529,14,24,16.6,13,13,86,100,8,2,6.9,20.4,37.0,3.2,8,73,80,39
S00530,18,24,7.8,10,10,79,110,10,4,7.7,19.0,40.1,3.07,5,78,100,28
S00531,25,28,8.2,6,10,48,90,3,2,6.8,6.8,35.5,2.58,3,67,90,26
S00532,19,26,10.9,11,13,103,120,4,1,6.9,14.3,30.3,2.99,2,56,100,35
S00533,21,28,4.7,8,13,53,100,0,1,6.2,0,16.4,2.51,7,36,100,6
S00534,17,30,1.1,6,10,53,90,3,0,7.3,17.0,53.4,3.92,4,53,90,9
S00535,15,24,3.3,9,12,54,120,4,0,6.7,11.9,40.1,2.84,3,52,100,32
S00536,22,28,10.6,9,10,79,90,5,2,8.5,6.1,24.6,3.12,3,74,90,39
S00537,18,26,3.5,8,13,75,100,7,2,6.8,23.9,52.5,3.16,2,44,80,39
S00538,19,30,4.9,8,12,64,110,5,1,7.2,10.8,7.2,2.62,6,57,100,16
S00539,22,28,11.9,9,11,67,110,8,5,7.1,19.6,48.4,2.96,3,81,90,31
S00540,24,28,9.3,7,11,89,120,8,4,7.7,16.8,40.8,2.79,3,60,100,25
S00541,24,28,6.5,12,12,77,90,1,5,7.1,5.2,22.9,2.01,4,72,90,40
S00542,13,24,11.1,11,13,111,120,4,0,7.0,14.6,48.3,3.88,2,71,80,43
S00543,13,24,7.1,10,13,82,120,0,4,8.3,4.0,40.6,3.19,6,64,80,27
S00544,17,24,0.6,5,10,79,120,0,2,8.2,0,35.3,2.98,3,46,90,8
S00545,21,28,7.4,9,12,78,110,9,1,6.9,15.1,32.4,2.59,4,66,90,24
S00546,13,28,4.9,8,10,84,120,1,0,7.8,16.4,11.3,3.43,5,54,80,24
S00547,23,30,8.8,10,13,66,100,13,5,6.7,9.2,49.4,3.02,0,76,100,35
S00548,22,28,9.5,10,13,65,90,12,4,5.0,8.0,25.7,2.41,5,59,100,36
S00549,27,30,11.1,10,10,81,90,6,3,5.7,7.8,40.4,2.45,3,79,90,48
S00550,15,30,7.2,8,12,59,110,8,4,6.0,21.7,53.6,2.39,2,45,90,26
S00551,18,24,8.1,13,13,89,120,8,1,7.8,6.8,14.9,2.37,4,81,100,34
S00552,18,26,8.1,8,10,91,100,1,2,6.4,14.1,23.1,4.0,0,83,100,28
S00553,20,28,3.6,8,12,54,90,10,0,7.8,12.4,33.7,2.47,4,53,80,36
S00554,15,26,4.4,10,12,97,120,6,2,7.5,20.4,12.5,3.26,0,65,90,34
S00555,16,28,1.5,8,13,74,110,1,2,6.7,18.9,61.9,1.89,6,41,90,23
S00556,16,24,10.2,11,12,88,100,4,3,5.3,22.1,51.6,4.0,7,87,100,39
S00557,23,24,11.7,10,10,56,100,9,7,7.3,11.4,5.6,2.07,2,47,100,37
S00558,27,30,16.5,11,11,100,110,6,8,6.6,12.9,30.4,3.25,4,99,100,46
S00559,15,24,8.2,10,12,81,110,6,4,6.2,21.8,44.6,2.54,5,79,90,22
S00560,21,30,8.5,10,11,87,110,0,4,5.5,11.7,17.2,3.04,3,66,80,43
S00561,14,26,11.7,6,10,86,120,6,3,6.8,17.7,28.4,2.93,6,80,100,33
S00562,26,26,9.5,11,12,68,110,8,1,6.2,33.4,61.7,2.79,8,47,80,35
S00563,23,26,11.1,10,12,61,100,5,3,4.7,9.1,19.6,3.28,0,77,90,60
S00564,8,24,4.0,6,13,67,110,3,0,8.1,4.6,14.3,2.5,4,71,80,31
S00565,29,30,7.4,9,12,66,120,10,2,7.1,11.5,16.9,2.15,2,54,90,34
S00566,19,28,7.7,7,12,89,120,0,2,5.8,14.5,39.9,3.7,1,48,90,15
S00567,15,26,11.7,12,12,90,100,3,0,7.7,15.1,39.2,3.9,3,60,80,40
S00568,13,24,3.9,7,10,76,120,0,1,6.4,16.5,27.1,2.7,6,54,80,17
S00569,23,28,11.4,12,13,80,110,7,5,7.0,21.8,29.5,2.73,3,79,90,42
S00570,20,28,2.0,6,11,62,90,4,1,7.6,11.2,28.1,2.86,2,60,80,38
S00571,18,24,5.3,7,12,92,120,2,2,6.4,1.4,18.0,2.74,3,61,80,44
S00572,16,30,3.8,7,10,73,110,0,0,8.0,6.9,21.9,3.2,4,73,100,46
S00573,12,30,0,6,11,58,90,2,0,7.6,17.1,25.3,2.93,7,38,90,8
S00574,24,30,10.2,13,13,71,110,5,2,6.9,5.8,22.8,2.88,3,66,80,49
S00575,19,24,13.2,10,10,103,120,7,5,7.7,19.2,57.7,3.77,3,90,100,41
S00576,22,26,11.0,10,11,58,90,5,3,7.6,16.4,25.9,2.93,0,80,90,41
S00577,18,24,5.2,8,10,97,120,7,1,7.0,13.8,25.8,2.64,4,71,90,36
