profile_id,account_age_days,bio_length,profile_picture_quality,posts_count,followers_count,following_count,posts_last_30_days,external_link_count,username_digit_count,username_length,repeated_captions,recent_posts_sampled,avg_caption_length,night_posts,likes_last_20_posts,comments_last_20_posts,dm_sent_last_7_days,dm_replies_last_7_days
P00305,59,132,0.862,151,160,534,26,0,0,10,9,30,2.9,8,418,0,0,9
P00306,964,173,0.83,326,1101,104,10,1,3,12,5,30,85.7,7,861,163,2,8
P00307,33,28,0.527,67,4,2580,0,2,2,24,5,23,0,11,0,25,196,0
P00308,150,28,0.778,30,423,1528,20,1,5,11,6,21,59.5,9,372,18,98,1
P00309,1107,34,0.552,146,10,769,26,1,0,7,4,20,133.9,2,1219,101,0,4
P00310,1218,86,0.833,223,10,326,17,0,2,7,3,25,20.2,8,1142,94,23,0
P00311,30,145,0.878,177,1251,878,0,0,0,11,7,25,128.8,7,2180,45,43,3
P00312,1848,96,0.758,5,10,457,7,0,0,9,5,27,104.1,4,1426,115,34,6
P00313,209,47,0.031,23,24,2472,105,0,7,19,8,17,31.2,7,0,1,107,0
P00314,1226,0,0.856,147,1379,377,0,0,1,7,9,25,177.8,6,767,142,40,0
P00315,1368,91,0.943,132,875,797,14,2,1,8,1,26,12.9,6,2650,0,64,10
P00316,287,57,0.67,255,1430,347,0,0,2,8,7,28,59.6,6,0,0,0,3
P00317,1470,122,0.743,5,1762,597,0,1,2,12,2,22,59.3,5,1482,116,24,5
P00318,1,0,0.451,0,0,2075,30,2,0,11,10,21,17.7,9,831,0,44,0
P00319,861,39,0.641,127,1496,349,16,0,0,5,0,23,72.1,7,1096,123,36,15
P00320,834,56,0.558,237,10,459,6,0,1,10,1,17,105.9,1,1332,70,13,1
P00321,1156,93,0.76,301,1310,380,19,0,0,14,5,30,61.0,8,1590,185,34,1
P00322,185,0,0.424,10,47,1876,21,1,4,23,15,24,30.8,3,269,29,150,6
P00323,89,9,0.543,97,148,966,8,1,1,16,7,12,29.9,5,626,66,239,3
P00324,112,54,0.537,18,193,2036,41,1,3,15,5,19,61.3,16,215,24,0,4
P00325,987,180,0.82,290,10,1351,10,0,1,13,7,22,57.7,1,1831,0,10,4
P00326,1860,80,0.692,247,2387,991,14,1,0,8,4,18,53.3,4,1041,43,0,14
P00327,48,35,0.359,43,878,1881,41,3,0,21,14,28,51.5,3,1053,14,223,0
P00328,115,3,0.449,128,84,1701,48,2,7,16,12,30,70.5,13,511,0,95,0
P00329,606,54,1,579,509,15,21,0,3,9,2,22,68.9,3,537,0,43,17
P00330,715,57,0.792,263,385,468,22,0,0,8,3,19,14.1,0,1273,203,38,0
P00331,939,42,0.884,62,629,224,4,2,0,13,1,23,55.0,6,2155,315,30,2
P00332,45,38,0.93,26,67,788,47,0,6,12,19,26,92.1,20,427,33,40,0
P00333,1748,103,0.854,573,510,1338,19,1,1,8,5,18,79.3,3,0,115,12,12
P00334,59,33,0.416,88,474,1016,40,0,1,12,7,15,32.3,0,63,61,23,0
P00335,92,117,0.972,440,210,701,4,0,1,8,1,6,93.2,3,952,88,0,10
P00336,195,23,0.335,48,325,479,64,1,6,9,12,22,0,14,414,36,77,19
P00337,55,24,0.589,10,219,1104,37,0,2,19,11,24,12.4,14,654,23,42,7
P00338,370,107,0.688,207,1337,290,19,1,2,7,0,25,98.7,7,1158,0,23,13
P00339,1444,40,0.655,800,917,918,0,0,2,10,4,23,145.0,0,2229,144,4,9
P00340,80,33,0.152,126,105,1879,17,1,4,12,18,29,46.4,10,163,51,123,7
P00341,1100,79,0.558,523,363,15,0,0,0,11,1,24,85.3,1,1590,0,22,5
P00342,572,106,0.724,212,264,858,2,1,1,11,2,10,63.3,0,0,229,33,5
P00343,1267,101,0.875,121,167,532,1,0,2,10,0,19,178.6,4,673,0,39,6
P00344,222,71,1,284,10,15,0,1,0,8,4,28,30.8,3,86,135,25,3
P00345,1314,57,0.627,252,470,881,20,2,1,11,6,25,103.1,5,1945,251,0,3
P00346,1037,55,0.778,185,1530,608,7,1,0,9,6,29,49.9,9,0,68,18,11
P00347,855,0,0.607,566,735,925,21,1,0,6,1,13,81.1,4,0,42,1,9
P00348,809,25,0.662,90,946,411,0,0,1,9,1,24,103.6,8,1593,151,4,12
P00349,1276,87,0.638,233,1340,746,0,0,0,11,0,28,87.9,1,0,45,5,10
P00350,1243,63,0.69,767,477,756,20,1,0,8,2,17,73.4,2,1864,0,32,8
P00351,1185,72,1,122,1447,172,23,0,2,8,4,28,129.5,7,2603,55,15,10
P00352,496,63,0.504,450,10,543,6,0,0,8,6,18,100.8,0,133,92,3,15
P00353,133,15,0.318,62,224,655,69,0,7,12,16,29,7.9,2,678,45,220,0
P00354,1867,35,0.878,5,1169,34,2,1,0,13,2,19,56.3,0,47,301,0,8
P00355,341,74,0.582,80,213,749,10,1,1,8,8,22,108.9,9,1980,345,20,5
P00356,113,14,0.391,27,26,1468,35,2,9,14,5,17,40.5,11,72,42,144,0
P00357,129,16,0.265,36,0,571,33,1,3,15,10,24,80.1,13,233,23,145,3
P00358,1386,154,0.923,8,657,831,0,0,3,10,8,25,97.2,7,3357,220,46,7
P00359,872,84,0.754,368,921,372,1,0,0,13,3,30,118.6,1,1005,191,27,5
P00360,630,63,0.812,67,508,645,13,0,2,9,0,27,45.9,4,1765,113,26,12
P00361,1618,70,0.656,571,10,143,31,1,2,7,0,21,155.2,2,1723,61,2,3
P00362,116,20,0.489,0,0,840,49,3,3,15,0,26,35.2,0,266,0,93,26
P00363,775,87,0.795,498,313,1008,18,0,2,8,2,25,11.4,7,2461,174,8,11
P00364,1219,113,0.889,562,253,1099,12,1,1,10,1,14,117.6,1,1042,86,14,2
P00365,691,112,0.689,100,579,624,10,0,2,6,4,27,94.1,14,1826,100,61,17
P00366,1,24,0.199,0,200,1374,30,1,4,11,13,26,34.5,6,458,71,211,3
P00367,211,58,0.485,17,1,504,98,1,1,14,13,17,15.6,0,223,0,41,0
P00368,1568,28,0.729,512,53,312,25,0,0,8,6,25,97.5,4,3316,183,12,16
P00369,30,33,0.733,5,1765,113,2,1,2,9,0,14,103.8,5,2397,227,0,6
P00370,1586,58,0.764,436,1050,790,19,1,1,11,4,28,38.8,8,0,264,22,12
P00371,1767,94,0.983,437,167,15,10,1,1,11,1,28,109.8,0,309,213,6,12
P00372,40,85,0.896,388,1077,488,29,0,1,10,2,8,177.0,3,1606,183,9,0
P00373,234,44,0.258,76,258,1623,32,0,8,14,15,23,64.0,4,1428,36,47,13
P00374,30,23,0.745,154,2328,737,8,0,2,11,2,11,82.4,1,1976,98,4,11
P00375,118,9,0.739,26,0,2844,37,0,2,14,12,19,92.0,9,0,0,113,7
P00376,926,57,0.801,371,73,413,6,0,2,11,1,23,48.3,2,4043,201,6,0
P00377,96,40,0.594,38,88,2019,38,1,6,16,9,29,48.3,17,408,27,63,0
P00378,30,86,0.832,188,672,665,21,1,2,8,1,30,123.8,3,1652,0,0,2
P00379,1,3,0.311,0,0,617,0,1,7,19,16,29,27.1,3,8,45,79,4
P00380,119,45,0.732,0,49,1857,56,2,6,12,1,30,57.3,20,675,15,67,12
P00381,1648,129,0.922,287,532,1152,19,0,2,14,4,19,81.1,3,1454,261,18,4
P00382,779,44,0.836,141,10,801,9,1,0,10,5,23,79.4,4,1526,0,0,8
P00383,866,107,0.626,453,1698,112,9,1,2,18,7,29,125.0,5,817,56,8,10
P00384,171,32,0.275,58,340,662,48,2,6,15,14,26,6.8,26,495,57,164,5
P00385,2266,93,0.79,454,1049,710,23,0,1,15,4,24,63.2,2,1673,0,34,14
P00386,82,14,0.291,32,338,746,0,3,0,15,11,21,48.9,11,1,4,37,0
P00387,135,55,0.737,110,0,1152,55,3,4,14,20,30,44.3,18,95,51,221,10
P00388,1086,21,0.571,251,1369,973,0,0,2,11,3,17,88.7,2,0,169,0,12
P00389,1045,80,0.723,137,1560,358,10,1,2,10,3,22,83.0,6,1595,101,16,0
P00390,126,17,0.124,38,0,1507,21,0,5,15,8,15,59.7,5,557,5,67,0
P00391,86,35,0.472,78,519,458,74,2,2,17,22,30,93.6,9,723,43,107,1
P00392,1205,57,0.926,5,1833,687,12,0,3,8,6,23,55.9,11,1156,24,26,9
P00393,1,30,0.434,64,1017,2290,45,4,5,14,4,17,58.6,9,209,0,222,12
P00394,1265,71,0.548,363,1396,675,17,0,0,7,3,22,132.7,2,49,181,30,6
P00395,543,101,0.807,33,1081,918,23,0,2,12,4,24,119.1,7,1940,0,34,18
P00396,829,14,0.738,623,1503,441,18,0,1,7,0,15,117.5,2,556,127,11,0
P00397,103,18,0.445,56,618,994,55,2,2,17,16,23,54.1,10,97,49,49,12
P00398,154,0,0.827,226,2604,255,3,0,1,7,3,20,185.2,6,1153,326,3,15
P00399,30,10,0.556,366,2221,336,9,1,0,13,7,27,95.1,2,0,0,30,13
P00400,1081,54,0.817,339,1106,150,10,0,2,6,0,28,95.1,8,2087,239,25,4
P00401,48,41,0.533,0,429,330,38,1,6,18,15,25,49.8,9,298,20,132,4
P00402,1,26,0.489,29,234,453,15,2,3,17,14,30,73.2,15,360,25,88,0
P00403,573,81,0.863,504,588,303,0,0,1,10,3,18,127.6,6,1482,110,1,5
P00404,30,98,0.878,365,1553,1039,9,0,1,7,1,29,0,3,283,254,0,0
P00405,520,92,0.777,149,314,448,0,1,1,5,1,15,113.8,3,0,0,0,4
P00406,742,40,0.637,524,10,307,6,1,0,9,3,13,0,0,2279,277,17,4
P00407,64,26,0.425,13,347,786,12,1,6,15,3,20,47.5,12,142,19,99,0
P00408,272,76,0.58,291,1140,602,4,1,1,9,0,19,141.0,3,1202,176,18,0
P00409,1228,56,0.854,598,1902,751,7,1,3,4,4,29,1.9,3,2707,0,0,3
P00410,220,35,0.266,2,42,904,18,2,6,7,16,28,74.4,16,128,30,81,0
P00411,622,45,0.67,354,10,699,10,0,2,9,6,30,93.7,18,216,331,34,10
P00412,506,94,0.569,482,10,889,18,1,1,11,2,24,71.4,2,356,0,42,5
P00413,1,30,0.394,36,249,2162,29,0,5,16,5,23,13.4,4,388,12,153,6
P00414,105,11,0.532,50,242,1517,100,1,4,16,5,30,61.6,16,0,26,102,0
P00415,1048,70,0.872,317,10,584,0,0,2,11,2,15,49.7,0,1401,259,19,0
P00416,1642,111,0.56,254,828,82,17,0,0,4,2,28,72.7,3,2120,136,16,19
P00417,1029,75,0.665,621,1391,618,9,0,1,8,4,30,90.4,8,2363,325,36,0
P00418,1738,74,0.848,206,1587,479,16,0,1,12,6,15,129.7,5,902,81,0,6
P00419,52,61,0.25,40,53,2555,72,1,5,15,7,18,56.3,7,476,3,103,0
P00420,472,40,0.678,419,86,670,13,0,0,9,4,29,73.1,1,1381,251,37,6
P00421,1380,47,0.644,321,860,234,24,0,2,11,2,23,150.4,6,1706,145,28,7
P00422,1362,53,0.737,138,1517,1531,0,0,3,11,1,24,127.2,7,1912,192,0,2
P00423,791,86,0.614,416,136,45,0,1,2,10,1,24,99.0,3,1460,0,0,6
P00424,986,77,0.678,505,93,562,2,1,1,16,1,30,35.1,10,663,161,3,8
P00425,1,12,0.3,17,364,526,24,3,5,12,9,15,3.0,10,206,0,204,4
P00426,103,40,0.408,68,1068,276,0,4,4,13,12,27,17.9,10,251,23,116,1
P00427,1141,84,0.892,413,1196,372,6,0,2,13,3,26,35.5,4,1366,49,13,1
P00428,836,93,0.832,410,10,514,18,1,1,10,7,29,68.4,4,2410,81,6,9
P00429,135,44,0.802,568,249,666,17,0,0,14,5,29,91.9,6,1417,133,0,5
P00430,722,110,0.573,254,1127,996,2,2,0,14,1,21,109.6,0,0,0,11,13
P00431,1206,52,0.798,395,456,131,10,2,0,6,1,9,93.3,1,1168,182,14,8
P00432,153,4,0.486,77,246,2162,22,0,4,9,10,20,38.2,8,357,46,28,14
P00433,1593,81,0.593,596,419,552,23,0,2,6,0,24,127.9,2,122,82,0,9
P00434,2029,30,0.924,537,549,135,29,1,2,6,2,18,91.2,4,1376,9,0,6
P00435,981,53,0.749,473,920,646,21,0,0,11,0,16,34.7,4,3658,0,28,2
P00436,1082,102,0.714,342,375,303,15,0,0,7,0,12,149.0,2,287,164,28,10
P00437,180,42,0.277,100,598,2238,51,1,3,12,6,26,57.4,9,0,19,5,3
P00438,1640,39,0.871,471,1132,722,5,1,1,9,4,23,112.7,1,870,162,26,5
P00439,671,64,0.395,284,2467,517,9,1,1,8,1,21,64.7,0,1727,107,24,0
P00440,129,38,0.249,0,0,1333,34,2,3,11,5,24,31.2,9,459,27,107,5
P00441,1866,148,0.819,283,10,83,0,1,0,12,2,24,84.6,0,1562,141,0,5
P00442,643,53,0.599,78,339,624,16,0,3,10,3,27,124.2,4,527,0,36,0
P00443,1596,63,0.584,221,2049,518,4,0,1,11,0,19,154.2,0,1601,0,36,7
P00444,56,37,0.425,0,367,2456,53,1,8,17,14,20,11.7,6,444,0,75,0
P00445,1166,18,0.804,391,683,1043,27,0,0,11,1,22,32.1,6,0,12,35,6
P00446,13,61,0.674,14,39,1933,20,3,2,10,8,28,55.4,10,55,0,183,5
P00447,324,145,0.661,174,957,15,15,0,3,9,3,21,76.2,8,1667,0,35,4
P00448,196,54,0.52,82,605,1633,37,2,5,13,11,24,40.3,16,97,0,102,8
P00449,245,44,0.291,19,709,1800,35,0,2,21,18,27,9.5,12,387,71,150,4
P00450,1169,53,0.752,168,10,248,9,0,0,9,6,30,124.0,6,404,0,8,5
P00451,1280,101,0.658,373,574,468,22,1,0,11,2,15,102.5,3,1009,142,22,0
P00452,126,19,0.328,0,641,2235,42,1,1,14,17,21,45.5,10,276,10,52,13
P00453,458,0,0.795,210,827,241,12,0,0,5,1,21,93.0,3,0,425,34,4
P00454,47,52,0.41,26,289,972,30,4,0,19,9,18,51.8,14,509,35,62,17
P00455,137,31,0.602,148,221,3262,42,2,3,17,6,12,0,12,889,49,145,1
P00456,1187,38,0.855,347,1154,734,27,0,2,10,4,24,105.3,5,0,87,39,0
P00457,964,41,0.632,26,10,345,15,0,1,10,2,21,51.9,7,0,104,54,7
P00458,1138,125,0.922,231,715,1072,11,1,2,12,4,22,78.0,8,3372,205,22,3
P00459,23,0,0.418,0,585,1085,58,0,6,15,10,25,53.4,5,154,12,0,2
P00460,1359,180,0.458,5,276,1076,36,0,1,13,7,26,87.8,1,813,83,1,3
P00461,924,110,0.791,412,387,810,13,1,1,11,5,25,63.8,7,1647,142,5,3
P00462,49,55,0.272,63,716,2475,39,0,3,11,7,8,0,4,1215,14,113,4
P00463,1,18,0.11,31,50,1676,16,4,7,12,13,19,42.3,9,221,50,0,6
P00464,921,59,0.599,425,466,593,0,1,0,12,1,14,23.5,3,1984,262,0,11
P00465,1017,67,0.94,21,1089,750,0,0,1,6,3,11,60.3,3,1020,14,0,19
P00466,1121,93,0.896,215,1869,586,19,0,0,10,0,9,0,2,1149,132,26,15
P00467,126,0,0.541,0,515,1669,53,3,4,18,12,23,106.9,14,171,2,175,0
P00468,1036,150,0.594,285,720,302,15,0,1,9,3,18,63.3,5,171,124,9,8
P00469,114,42,0.355,85,118,658,47,2,6,18,7,25,31.5,14,328,19,69,15
P00470,181,62,0.152,41,0,2481,58,0,3,13,14,24,76.4,11,611,11,67,0
P00471,122,28,0.469,86,415,2355,8,1,3,20,9,27,61.1,19,514,10,92,3
P00472,1412,19,0.782,204,1007,695,18,0,1,15,3,21,19.3,7,2959,115,0,13
P00473,110,30,0.801,5,1028,437,12,0,0,11,1,19,126.7,5,2223,57,33,7
P00474,503,98,0.624,241,276,113,20,1,3,11,1,14,0,0,241,143,0,5
P00475,874,87,0.695,451,715,661,20,0,1,14,5,23,97.6,5,3101,102,0,0
P00476,56,16,0.24,0,828,1542,24,3,3,13,13,30,0,22,1114,13,109,0
P00477,69,25,0.295,0,704,530,29,2,6,11,11,28,19.1,9,226,42,71,2
P00478,137,83,0.743,0,39,836,23,0,3,16,12,20,9.0,11,0,29,94,16
P00479,719,91,0.696,5,1382,979,22,0,2,14,3,24,82.1,4,0,204,12,1
P00480,516,39,0.834,254,10,791,3,1,0,13,4,25,42.6,7,1450,166,7,2
P00481,121,15,0.433,0,393,1221,53,0,5,15,8,30,26.2,14,0,4,0,0
P00482,241,27,0.343,0,346,570,0,2,8,11,19,30,51.5,19,412,41,82,14
P00483,110,33,0.059,59,427,2479,6,2,6,15,15,26,42.8,21,564,0,83,6
P00484,90,22,0.092,84,0,2610,0,2,7,13,17,26,2.6,14,140,0,70,4
P00485,171,76,0.702,6,316,1750,39,3,4,16,15,22,37.4,12,122,0,127,3
P00486,229,0,0.478,96,203,1652,0,2,5,13,17,30,52.9,16,695,45,52,0
P00487,1362,57,0.767,5,898,207,18,0,0,9,3,25,72.4,0,0,168,50,2
P00488,1264,106,0.948,797,10,15,3,1,2,12,4,23,90.1,4,562,57,11,0
P00489,383,72,0.566,112,1744,459,5,0,3,11,5,26,97.3,2,542,0,31,9
P00490,1257,27,0.753,226,637,1287,10,1,1,12,3,15,70.1,3,2163,230,21,12
P00491,1102,50,0.727,69,1071,773,21,1,1,12,10,30,68.2,7,3061,377,23,16
P00492,30,78,0.607,182,133,637,24,1,2,10,3,20,93.7,5,1804,5,4,12
P00493,1,50,0.356,88,765,1465,41,4,5,11,9,26,33.2,20,379,0,239,1
P00494,151,18,0.751,247,728,409,17,0,0,6,4,23,28.5,4,1062,213,0,3
P00495,1324,85,0.835,714,10,237,13,2,0,10,3,21,123.6,1,0,127,40,12
P00496,1428,67,0.873,191,10,480,13,0,0,7,3,27,13.5,1,2078,153,45,15
P00497,1298,94,0.903,143,334,622,19,1,2,11,6,30,58.4,4,0,148,24,5
P00498,2035,121,0.858,437,133,56,19,0,0,6,6,30,25.4,3,1262,181,0,0
P00499,83,20,0.286,22,0,1941,67,1,3,12,24,30,59.5,7,236,0,0,9
P00500,122,76,0.128,59,0,1466,36,2,5,18,10,14,52.4,4,169,5,128,0
P00501,1,8,0.41,13,227,804,0,3,2,24,15,19,21.4,19,582,18,147,2
P00502,260,0,0.699,85,359,407,32,3,5,12,21,30,46.5,17,415,0,51,9
P00503,877,68,0.931,615,281,410,1,0,1,6,4,27,3.8,6,2477,222,0,7
P00504,1157,79,0.778,408,10,843,17,1,0,12,5,26,94.5,3,1237,104,8,0
P00505,145,46,0.522,64,831,1911,38,0,1,14,5,19,37.8,19,958,0,44,1
P00506,1379,54,0.959,153,530,472,0,0,3,5,6,30,130.6,9,202,53,19,11
P00507,29,11,0.316,101,526,737,48,0,6,7,11,15,65.4,12,747,22,188,1
P00508,649,90,0.55,166,10,107,3,1,0,8,4,18,122.4,4,274,0,39,1
P00509,1,7,0.465,45,16,1410,44,2,4,18,12,21,0,10,965,15,3,23
P00510,1,25,0.603,105,596,1572,88,2,2,18,7,27,37.6,8,793,0,33,1
P00511,634,157,0.578,177,10,349,16,0,0,7,5,27,41.5,13,1761,128,6,0
P00512,143,16,0.078,114,33,1273,42,2,5,15,11,30,88.8,21,299,0,95,6
P00513,1151,69,1,466,735,1042,14,1,1,13,4,21,90.7,3,1345,144,36,21
P00514,2053,130,0.656,112,975,223,11,1,2,6,3,20,97.9,4,1480,109,16,2
P00515,84,20,0.817,5,1116,305,10,0,3,9,3,30,144.4,0,0,0,0,12
P00516,913,101,0.691,640,10,537,24,0,2,13,1,11,88.5,3,1016,164,0,7
P00517,91,25,0.352,7,0,2214,14,1,1,13,7,28,17.0,18,448,16,0,7
P00518,30,120,0.911,730,679,778,5,0,2,13,2,13,91.2,4,835,146,23,13
P00519,870,114,0.812,372,1389,521,8,0,2,12,1,28,81.2,3,272,112,41,3
P00520,1206,135,0.918,166,1089,263,11,0,1,10,3,13,33.6,1,1525,186,41,16
P00521,35,0,0.153,67,519,1873,30,1,3,13,17,19,0,8,642,15,74,1
P00522,1052,166,0.97,565,1123,642,16,1,1,13,2,27,149.1,3,2195,0,16,4
P00523,570,71,0.603,697,10,910,0,1,0,11,4,23,43.2,9,2062,100,36,2
P00524,187,32,0.241,69,955,959,9,0,3,12,14,30,21.6,16,887,37,74,7
P00525,1461,113,0.736,96,674,300,22,0,1,7,2,26,16.0,6,3294,0,43,18
P00526,543,59,0.882,739,1189,234,14,1,3,14,1,17,33.2,0,0,169,65,1
P00527,219,51,0.377,92,474,2765,37,2,2,12,2,16,0.4,10,90,34,79,6
P00528,35,14,0.345,25,271,1813,22,0,5,14,3,25,39.0,8,517,0,91,7
P00529,895,111,0.761,403,470,650,0,1,1,9,0,7,73.9,1,476,80,0,10
P00530,1069,54,0.967,426,10,445,0,0,1,11,0,15,170.7,2,457,0,0,4
P00531,905,120,0.926,215,597,15,0,0,0,13,1,30,114.6,2,0,214,33,2
P00532,714,68,0.694,67,678,1408,0,0,0,10,4,27,68.9,2,1159,71,34,9
P00533,1303,122,0.771,136,485,516,14,0,0,7,4,28,99.4,5,1721,143,36,0
P00534,42,19,0.551,0,173,2207,26,2,5,15,5,19,55.6,9,104,11,47,19
P00535,77,63,0.504,10,384,1599,49,1,2,12,14,25,29.0,1,306,0,142,0
P00536,142,25,0.192,21,318,1918,58,0,6,14,5,19,81.8,5,360,0,143,11
P00537,868,74,0.924,355,746,632,6,1,2,8,5,26,21.4,5,1696,182,10,6
P00538,1111,71,0.855,477,1042,473,28,1,2,18,3,14,52.0,4,1961,265,17,5
P00539,1117,91,0.651,288,79,434,12,0,1,13,2,26,109.2,4,2664,11,9,0
P00540,45,93,0.905,5,916,862,24,0,1,7,5,22,111.4,3,213,256,11,12
P00541,1240,99,0.687,475,747,15,0,1,0,9,1,11,96.7,2,61,0,20,6
P00542,508,109,0.715,257,2323,1051,0,0,1,13,5,27,100.7,10,2355,0,13,15
P00543,132,23,0.264,61,31,3004,51,4,4,12,16,28,96.9,19,0,0,173,21
P00544,49,14,0.582,23,140,1560,43,0,4,19,20,30,72.1,25,582,39,39,10
P00545,417,92,0.734,247,1560,1077,8,1,1,10,4,22,51.1,4,2126,127,39,12
P00546,1429,81,0.893,422,947,1025,13,1,2,12,1,17,65.6,1,297,75,13,0
P00547,1098,109,0.589,242,1100,148,28,0,2,11,2,22,85.5,4,333,0,34,3
P00548,995,125,0.714,118,801,504,11,0,0,5,0,23,25.8,1,1391,93,51,8
P00549,1158,66,0.686,288,10,89,10,1,2,6,0,13,98.7,3,1021,99,0,10
P00550,352,28,0.766,171,1152,668,29,2,0,8,0,13,52.3,1,89,192,8,12
P00551,115,13,0.457,13,275,1158,64,3,2,19,9,19,12.7,7,799,0,87,5
P00552,102,49,0.216,14,688,2803,50,0,9,16,2,8,22.4,2,155,0,158,8
P00553,64,0,0.344,109,0,1325,43,1,2,16,12,19,3.6,11,0,48,79,0
P00554,969,97,0.674,310,162,923,9,1,0,13,5,14,13.7,4,775,52,16,0
P00555,739,44,0.86,428,2814,1083,14,0,0,11,0,24,110.1,0,1012,39,0,0
P00556,319,106,0.711,93,1459,278,0,1,3,10,6,20,137.7,0,0,191,9,6
P00557,1085,60,0.759,50,631,1125,0,1,1,9,2,13,95.6,3,2301,36,11,5
P00558,57,26,0.589,107,0,1389,29,3,4,18,21,30,14.8,15,392,0,152,0
P00559,292,128,0.825,389,1115,372,23,0,0,9,9,27,122.6,3,1565,0,28,0
P00560,1189,74,0.53,5,944,643,0,1,1,8,5,24,11.8,3,2434,194,0,3
P00561,510,114,0.996,217,10,1120,22,1,1,12,2,30,98.9,5,818,118,13,13
P00562,255,34,0.606,118,363,600,15,0,1,11,1,30,65.1,6,2622,181,36,15
P00563,1459,112,0.67,457,16,1166,18,0,0,9,2,18,150.8,5,907,87,49,18
P00564,199,29,0.244,162,371,1261,56,4,3,16,17,23,78.2,11,0,0,2,12
P00565,145,30,0.43,0,107,259,2,2,9,14,13,24,0,14,757,19,190,0
P00566,94,30,0.541,0,109,2722,0,2,3,12,14,25,52.3,7,536,18,157,8
P00567,1,9,0.486,0,0,1329,0,3,5,14,14,30,74.7,9,698,0,34,0
P00568,1412,87,1,378,829,178,19,1,1,4,2,10,62.8,4,1096,91,3,0
P00569,697,63,0.72,106,977,972,0,0,1,11,0,27,137.7,7,1752,73,15,0
P00570,1,8,0.034,59,745,573,33,1,6,8,9,30,42.2,6,40,0,22,0
P00571,631,130,0.971,320,593,15,1,0,0,15,4,22,81.6,7,1049,163,51,11
P00572,690,102,0.84,418,2040,1055,9,0,1,7,2,30,11.3,10,2738,175,29,2
P00573,1025,85,0.8,482,10,678,23,1,1,8,2,22,131.5,0,694,291,30,4
P00574,461,111,0.731,300,1784,502,7,0,2,5,4,12,78.6,2,203,105,17,0
P00575,1282,76,0.896,293,10,605,6,1,1,10,0,30,97.3,1,2457,10,18,1
P00576,977,92,0.849,113,1933,752,19,0,1,8,2,14,93.8,2,908,0,11,3
P00577,1088,65,1,24,1863,378,9,1,1,8,3,16,100.0,4,1885,114,55,17
P00578,27,25,0.332,34,0,1860,48,3,5,14,20,21,73.8,8,117,0,176,10
P00579,1139,107,1,353,125,237,21,0,1,11,3,18,129.3,4,1507,90,23,9
P00580,211,46,0.684,76,172,836,36,0,5,14,4,30,94.8,26,0,35,48,0
P00581,61,0,0.365,55,208,2131,71,2,3,9,8,26,79.0,14,296,40,55,0
P00582,326,98,0.55,185,835,129,0,0,0,10,2,13,72.5,1,720,127,9,0
P00583,666,98,0.881,305,1337,15,3,0,0,5,2,24,0,3,2195,28,32,5
P00584,1,27,0.315,17,11,1130,55,5,4,12,11,17,36.9,9,627,5,16,7
P00585,125,88,0.589,76,288,1712,111,2,4,17,14,16,73.4,14,673,15,219,10
P00586,877,41,0.664,5,123,188,16,1,2,12,3,23,133.2,5,2033,59,20,4
P00587,692,148,0.709,44,835,225,0,0,1,9,4,24,62.8,3,2844,117,19,0
P00588,418,123,0.799,246,1053,604,27,1,1,10,2,27,145.3,5,1221,162,28,11
P00589,105,0,0.447,12,738,1177,39,0,3,20,9,30,38.3,12,495,88,167,0
P00590,254,26,0.353,57,339,1393,56,2,1,17,6,13,7.8,9,815,46,69,13
P00591,1,3,0.527,60,513,2447,15,3,2,13,10,20,14.0,12,287,0,54,2
P00592,1483,86,0.779,528,59,431,24,0,1,7,4,17,131.4,0,500,61,0,6
P00593,158,38,0.471,2,221,1301,29,0,7,18,15,24,52.4,13,587,47,87,0
P00594,206,35,0.091,106,152,1429,40,1,3,21,3,30,69.7,10,503,0,91,0
P00595,103,15,0.427,86,203,1672,38,1,4,16,9,30,52.5,5,425,4,74,0
P00596,729,66,0.772,512,620,272,3,1,2,9,1,11,144.9,1,1496,0,35,1
P00597,19,0,0.699,65,135,1366,53,0,3,15,18,21,38.6,2,654,0,113,0
P00598,41,9,0.446,132,434,2056,121,1,5,11,8,25,35.2,6,407,27,175,0
P00599,13,43,0.764,13,295,1345,29,1,5,14,8,25,37.6,12,132,7,65,5
P00600,1646,36,0.621,373,977,297,30,0,0,15,4,30,108.3,0,1922,0,39,3
P00601,909,83,1,5,2460,15,12,1,0,11,2,17,28.5,1,1632,77,17,11
P00602,38,69,0.519,40,305,1229,49,1,5,12,14,22,4.9,13,0,0,174,3
P00603,128,39,0.525,131,0,2185,47,1,1,9,11,21,48.0,9,5,16,100,0
P00604,1929,36,0.886,362,123,776,19,0,2,7,4,29,109.5,0,647,130,39,0
P00605,1201,79,0.737,86,496,579,20,1,0,9,5,30,63.1,1,1410,8,47,1
P00606,4,25,0.021,104,553,909,46,1,4,10,7,11,26.0,8,737,45,108,10
P00607,594,108,0.933,44,1174,577,10,1,1,12,6,25,36.3,0,2249,0,29,8
P00608,82,38,0.432,0,450,1483,38,3,4,18,22,26,78.6,26,247,57,22,5
P00609,607,130,0.712,180,1179,1268,3,0,1,15,0,21,52.1,9,1092,0,45,9
P00610,145,51,0.5,54,1035,628,39,1,4,8,12,24,99.6,7,779,0,0,8
P00611,1806,78,0.994,88,592,52,20,0,1,9,2,9,136.3,2,3052,148,34,9
