Gender,Distance,YearsWorked,HireDate,PreviousSalary,Salary,DepartmentCode
1,>30miles,5,2015-05-10,59K,61K,2
0,~10miles,5,2003-11-24,54K,56K,6
0,~20miles,9,2001-11-05,62K,63K,6
1,<5mile,4,2000-11-04,63K,66K,6
1,~15miles,8,2002-05-04,60K,62K,7
0,<5mile,7,2000-01-23,56K,58K,7
1,~10miles,8,2000-08-24,56K,58K,2
1,<5mile,3,2017-02-19,62K,63K,2
0,~10miles,5,2005-09-29,63K,65K,5
1,~10miles,6,2014-04-12,59K,60K,2
0,~15miles,7,2014-03-02,54K,56K,1
1,~20miles,5,2003-02-05,61K,64K,3
0,~15miles,4,2019-01-03,58K,59K,6
0,~10miles,5,2013-08-15,63K,66K,6
0,>30miles,5,2012-10-15,64K,66K,1
1,<5mile,8,2003-07-13,62K,64K,5
0,~10miles,8,2012-04-01,60K,61K,2
0,~15miles,6,2006-03-04,62K,63K,1
1,~20miles,7,2015-06-26,56K,57K,1
0,~20miles,7,2004-12-10,61K,65K,3
1,~10miles,10,2010-11-28,58K,60K,6
1,~15miles,6,1999-12-27,60K,62K,7
0,~20miles,6,2011-05-04,55K,56K,3
0,>30miles,10,2000-02-06,60K,61K,3
0,~10miles,5,2007-11-25,58K,59K,7
1,~20miles,7,2007-09-19,61K,62K,1
0,~15miles,9,2007-02-11,61K,63K,2
0,~15miles,6,2002-04-16,60K,62K,6
0,~10miles,6,2014-07-28,63K,64K,3
0,<5mile,6,2005-12-02,62K,62K,3
0,~15miles,6,2017-01-01,61K,64K,5
0,~15miles,8,2004-12-18,58K,60K,2
0,~10miles,6,2002-10-28,62K,63K,7
0,<5mile,7,2007-08-10,54K,56K,2
0,~15miles,7,2007-07-11,61K,63K,6
1,~10miles,9,2009-04-02,58K,59K,2
1,~10miles,4,2011-09-24,61K,62K,7
1,~10miles,8,2003-05-29,59K,59K,5
0,~10miles,10,2002-04-11,64K,64K,7
0,>30miles,8,2009-07-19,57K,59K,1
1,~20miles,5,2007-02-13,60K,63K,1
1,~15miles,8,2011-12-06,62K,63K,2
0,~10miles,8,2013-04-24,55K,57K,1
1,~15miles,6,2007-02-24,56K,57K,5
1,~15miles,6,2001-04-11,51K,52K,3
0,~10miles,6,2011-08-30,59K,61K,5
0,~20miles,10,2009-11-06,61K,64K,6
0,<5mile,7,2009-08-17,58K,60K,1
0,~10miles,8,2006-12-20,60K,61K,7
0,>30miles,7,2006-11-26,57K,59K,3
0,>30miles,6,2007-11-08,58K,60K,5
0,~15miles,5,2006-10-12,62K,64K,5
1,>30miles,6,2008-05-24,60K,63K,5
1,~15miles,6,2016-09-12,56K,58K,6
1,~15miles,6,2000-07-04,51K,52K,2
0,~10miles,5,2017-02-23,59K,60K,1
0,<5mile,7,2006-11-28,60K,63K,1
0,~10miles,7,2008-08-11,57K,58K,3
0,~15miles,14,1999-04-30,60K,62K,3
1,>30miles,6,2003-11-27,61K,62K,5
0,~20miles,3,2016-09-20,62K,65K,1
0,>30miles,8,2004-10-29,55K,56K,2
0,~15miles,6,2011-10-30,61K,63K,1
0,~10miles,8,2002-02-20,60K,61K,3
1,~15miles,7,2011-06-10,58K,61K,5
1,~20miles,7,1999-09-16,59K,60K,7
0,~15miles,8,2008-02-13,58K,60K,7
0,~10miles,7,2010-08-28,64K,64K,3
1,~15miles,3,2006-04-10,61K,62K,7
0,~10miles,10,2005-01-06,61K,63K,7
0,~10miles,9,2010-07-13,61K,62K,7
1,~20miles,7,2003-02-20,59K,61K,7
1,~15miles,7,2014-04-13,60K,62K,6
0,~15miles,4,2003-07-22,67K,68K,3
0,~20miles,6,2011-08-03,61K,63K,3
1,<5mile,10,2004-09-21,61K,63K,5
1,~20miles,8,2013-07-19,56K,57K,3
0,~10miles,7,2012-05-26,56K,59K,5
0,~20miles,7,2003-01-16,62K,65K,3
0,~15miles,7,1999-10-16,60K,62K,3
1,~15miles,4,2013-07-28,55K,57K,7
0,~15miles,7,2008-12-10,58K,59K,7
0,~10miles,5,2012-07-29,59K,62K,6
0,~20miles,6,2008-09-28,57K,59K,6
0,~15miles,3,2003-12-13,58K,60K,5
0,~15miles,8,2006-06-27,57K,58K,6
0,>30miles,3,1999-07-07,61K,63K,7
0,<5mile,8,2008-04-17,60K,62K,2
0,~10miles,5,2005-03-14,59K,60K,5
0,<5mile,7,2001-09-22,63K,66K,7
1,~10miles,10,2008-08-23,56K,58K,6
1,~20miles,8,2013-03-25,61K,64K,2
0,~15miles,7,2009-04-27,60K,63K,3
1,~15miles,6,1999-07-14,62K,63K,6
1,<5mile,7,2005-10-05,57K,58K,1
1,~10miles,8,2006-10-25,64K,65K,1
1,>30miles,4,2005-09-10,63K,65K,3
1,~10miles,6,2011-10-29,62K,64K,6
0,~15miles,8,2003-05-24,60K,60K,6
1,>30miles,9,2012-12-09,62K,63K,1
1,~15miles,5,2005-07-05,63K,66K,5
1,~20miles,5,2017-10-26,58K,60K,3
0,>30miles,6,2007-03-03,57K,59K,6
1,~15miles,8,2013-03-22,60K,60K,6
0,~20miles,8,2009-05-26,59K,60K,3
1,>30miles,6,2010-03-28,62K,64K,6
1,~20miles,8,2002-02-16,55K,57K,1
1,~15miles,6,2006-12-09,58K,60K,3
0,<5mile,6,2011-02-28,63K,67K,1
1,<5mile,8,2009-08-29,59K,61K,6
0,~20miles,7,2004-05-14,57K,59K,3
1,~20miles,6,2001-11-28,63K,64K,2
0,~15miles,8,2001-06-10,57K,58K,7
0,~20miles,6,2005-10-22,60K,61K,6
0,~15miles,5,2001-04-06,60K,62K,7
0,~15miles,3,2004-10-23,60K,63K,3
0,~20miles,7,2000-08-23,62K,64K,7
0,~15miles,5,2007-05-13,60K,64K,5
0,~15miles,6,2001-10-31,60K,62K,5
0,~20miles,9,2013-05-30,63K,65K,2
1,~15miles,7,2000-09-16,60K,61K,2
0,~20miles,11,2001-07-24,60K,61K,1
0,~10miles,8,2003-12-13,60K,61K,1
1,~10miles,5,2018-02-17,59K,60K,2
0,~10miles,6,2000-08-09,53K,56K,2
0,~15miles,8,2011-11-29,61K,62K,6
0,~20miles,11,2008-11-30,57K,58K,5
0,~15miles,7,2008-08-05,53K,54K,3
0,~15miles,5,2010-08-02,60K,61K,1
0,~10miles,5,2015-10-03,60K,62K,1
1,<5mile,7,2015-07-28,62K,63K,7
0,~10miles,6,2008-11-10,60K,61K,2
0,>30miles,7,2008-10-07,60K,62K,6
1,~10miles,6,2014-05-09,55K,57K,6
1,>30miles,6,1999-06-07,63K,66K,6
0,~15miles,9,2008-05-05,61K,63K,6
1,~10miles,9,2000-10-16,63K,65K,7
1,~10miles,8,2004-09-15,58K,60K,2
0,~10miles,7,2012-09-12,63K,67K,1
0,>30miles,7,2002-08-17,58K,60K,5
1,~15miles,5,2013-05-20,61K,62K,5
0,<5mile,4,2017-11-06,59K,61K,2
0,~15miles,6,2012-04-20,60K,61K,2
0,~15miles,7,2004-05-28,60K,62K,3
0,~20miles,4,2010-02-02,59K,60K,3
0,~20miles,8,2005-09-14,57K,59K,5
1,~10miles,7,2004-08-02,61K,63K,1
0,~20miles,8,2007-08-16,60K,62K,2
0,>30miles,9,2008-12-16,62K,65K,7
1,~20miles,6,2002-11-22,58K,60K,1
0,~20miles,7,2005-09-09,60K,62K,6
0,~15miles,5,2013-04-21,61K,63K,2
0,~15miles,4,1999-02-05,61K,63K,2
1,>30miles,9,2006-03-25,58K,60K,2
1,~15miles,8,2000-03-10,55K,56K,3
1,~10miles,6,2003-03-12,61K,63K,2
0,~15miles,7,2007-04-10,57K,58K,7
1,~10miles,9,2008-02-23,65K,68K,6
1,~15miles,8,2010-12-21,58K,60K,3
0,~20miles,9,1999-03-06,62K,64K,7
0,~10miles,9,2011-06-06,59K,61K,3
1,~10miles,6,2004-01-28,59K,61K,3
1,~20miles,7,2007-05-01,63K,65K,6
1,~15miles,7,2007-11-27,60K,62K,6
0,~15miles,7,2004-08-09,55K,57K,2
0,>30miles,8,2005-04-12,57K,58K,6
0,~15miles,6,2005-01-09,58K,60K,5
0,~10miles,7,2011-12-20,61K,63K,7
1,~10miles,7,2003-01-17,63K,66K,6
1,~10miles,8,1999-04-26,60K,62K,3
0,~10miles,7,2007-08-21,64K,65K,7
0,>30miles,6,1999-09-11,59K,60K,7
1,~10miles,8,2009-01-29,62K,63K,1
0,~10miles,9,2010-07-11,55K,58K,7
0,~20miles,5,2009-10-23,58K,60K,3
0,~10miles,7,2006-09-08,61K,64K,3
0,~15miles,3,1999-08-11,62K,64K,1
1,~10miles,8,2012-01-01,60K,64K,5
0,~15miles,8,2004-03-26,56K,59K,1
1,<5mile,5,2001-03-21,64K,67K,3
0,~15miles,8,2001-01-01,54K,56K,3
0,>30miles,8,2002-08-02,58K,61K,7
0,~15miles,6,2015-11-15,61K,63K,2
1,<5mile,7,2010-10-05,65K,66K,1
1,~15miles,6,2012-10-12,61K,63K,2
1,~20miles,12,1999-09-17,58K,61K,2
1,~15miles,9,2012-02-23,57K,59K,3
0,~10miles,9,2004-06-26,62K,63K,6
0,>30miles,5,2004-04-04,58K,59K,6
0,~10miles,9,2001-06-22,54K,55K,5
1,~10miles,8,2014-10-11,57K,59K,6
1,~10miles,9,2011-03-11,65K,66K,5
1,~10miles,9,2003-12-29,63K,65K,3
1,~10miles,8,2007-10-11,61K,62K,2
1,>30miles,9,2011-04-09,56K,57K,6
0,~10miles,6,2006-10-26,61K,63K,1
0,~10miles,9,2013-05-12,57K,58K,5
0,~20miles,7,2002-07-07,61K,64K,3
1,>30miles,9,2008-02-21,61K,62K,3
0,~15miles,5,2010-10-28,59K,60K,5
1,>30miles,6,2012-08-06,64K,65K,3
0,~15miles,6,2001-06-19,61K,65K,6
0,~10miles,9,2007-12-09,54K,56K,3
0,~10miles,6,2005-07-13,60K,62K,7
0,~10miles,7,2006-08-02,61K,62K,2
1,~10miles,8,2014-12-13,58K,59K,7
0,~20miles,4,2015-08-04,60K,62K,7
1,>30miles,6,2005-07-24,59K,63K,3
0,~15miles,7,2014-01-28,59K,61K,6
0,~10miles,9,2007-08-11,60K,62K,3
0,~15miles,7,2012-02-13,59K,61K,5
0,~15miles,6,2009-03-30,61K,63K,5
0,~20miles,7,2011-03-17,59K,63K,1
0,~10miles,9,2011-11-02,58K,59K,2
1,~10miles,6,2001-11-20,60K,61K,2
0,<5mile,7,2006-03-06,55K,57K,1
1,<5mile,5,2010-01-17,61K,63K,7
1,~20miles,11,2010-12-23,55K,55K,5
0,>30miles,10,2001-01-31,59K,62K,6
1,~15miles,8,2005-07-21,61K,63K,6
1,~10miles,10,2002-05-18,62K,63K,3
0,>30miles,7,2015-09-20,62K,64K,5
0,~10miles,6,2008-05-19,59K,61K,5
0,>30miles,11,2001-08-14,59K,60K,5
1,>30miles,9,2001-12-23,59K,60K,5
0,~20miles,5,2012-10-05,58K,60K,5
1,~10miles,7,2001-06-15,65K,68K,1
1,~15miles,9,1999-11-23,58K,59K,6
0,~10miles,9,2003-05-04,57K,58K,6
0,~10miles,8,2003-12-27,58K,60K,5
0,~10miles,9,2007-08-15,55K,57K,2
0,~20miles,7,2013-03-05,61K,65K,5
0,~10miles,8,2002-01-27,63K,64K,5
1,>30miles,11,2010-12-23,61K,62K,2
0,<5mile,6,2006-07-07,63K,65K,7
1,~20miles,7,2009-06-06,61K,64K,1
1,~10miles,7,2007-02-14,62K,63K,3
0,>30miles,10,2006-12-29,58K,60K,5
1,~15miles,8,2009-02-09,56K,59K,5
0,>30miles,4,2007-04-10,61K,62K,2
0,~15miles,8,2011-03-25,60K,62K,2
0,~10miles,7,2004-03-06,61K,63K,6
1,<5mile,7,2001-05-18,62K,63K,2
1,~20miles,9,2008-07-30,67K,70K,5
0,~20miles,8,2005-10-26,62K,62K,6
1,~20miles,9,2013-08-22,57K,58K,7
0,~20miles,5,2008-02-26,60K,61K,7
0,~15miles,8,2010-09-30,59K,63K,5
0,~15miles,8,2002-06-21,59K,61K,5
0,~15miles,4,2000-04-11,55K,57K,6
0,>30miles,8,2008-06-17,58K,60K,6
0,>30miles,6,2000-01-09,59K,61K,5
0,~20miles,8,2005-01-04,54K,56K,7
1,~15miles,8,2012-06-08,58K,59K,2
0,~10miles,5,2003-10-08,54K,56K,2
0,<5mile,8,2012-07-05,61K,64K,3
0,~10miles,7,2003-04-01,59K,63K,1
0,~10miles,10,2012-03-20,61K,63K,2
0,~15miles,7,2000-07-19,61K,63K,7
0,~10miles,10,2008-05-20,58K,59K,2
1,~10miles,10,2008-02-06,57K,58K,2
0,~20miles,7,2006-03-06,62K,64K,6
1,~10miles,7,2012-09-09,57K,58K,5
0,~10miles,4,2011-06-26,58K,59K,5
1,~10miles,7,2013-11-22,54K,55K,5
1,~15miles,8,2004-02-18,60K,62K,2
1,~20miles,9,2013-09-19,61K,63K,5
0,~20miles,11,2002-04-15,58K,60K,2
0,~15miles,7,2014-07-30,61K,63K,3
1,~15miles,7,2006-09-01,57K,59K,1
1,~10miles,9,2008-08-11,53K,54K,3
1,~10miles,8,2013-02-07,58K,58K,2
1,~10miles,5,2009-02-17,56K,58K,1
1,~20miles,6,2009-08-13,59K,61K,1
0,<5mile,9,2000-08-09,61K,64K,6
0,~10miles,3,2007-03-16,58K,59K,3
0,~15miles,7,2009-09-15,61K,63K,1
0,~10miles,6,2006-05-23,54K,57K,3
1,~20miles,11,2004-02-17,63K,64K,7
0,<5mile,7,2000-06-16,56K,59K,2
0,~10miles,11,2008-02-15,57K,59K,1
0,<5mile,7,2003-09-18,60K,62K,7
1,~20miles,7,2002-02-11,58K,60K,5
1,~10miles,9,2001-03-11,64K,67K,6
0,<5mile,5,2009-07-24,54K,56K,5
0,<5mile,5,2008-08-25,60K,61K,1
0,<5mile,5,2005-03-26,60K,62K,7
1,~10miles,7,2006-12-29,61K,62K,5
1,~10miles,7,2015-03-19,59K,62K,6
1,<5mile,5,2013-05-30,62K,64K,7
0,~20miles,6,2003-11-03,61K,65K,6
1,~10miles,7,2009-09-22,61K,61K,5
0,~20miles,7,2012-10-15,59K,61K,6
0,~20miles,9,2007-01-13,59K,60K,2
0,~15miles,7,2000-09-30,59K,61K,1
0,~20miles,10,2004-07-30,67K,68K,6
1,~20miles,8,2007-03-11,64K,67K,2
0,~10miles,7,2011-03-27,63K,64K,1
0,~10miles,7,2011-11-15,65K,66K,1
0,>30miles,10,2008-06-29,55K,57K,5
0,~20miles,5,1999-05-14,59K,61K,3
1,<5mile,10,1999-12-19,61K,64K,6
1,~10miles,9,2003-10-12,61K,62K,1
0,~15miles,8,2008-01-17,54K,56K,1
1,~10miles,12,2006-01-09,62K,64K,5
0,~15miles,5,2007-12-02,63K,63K,7
0,~20miles,5,2010-04-08,63K,66K,7
0,~10miles,5,2006-06-20,60K,61K,3
0,~10miles,10,2010-01-08,56K,58K,3
0,~10miles,9,2009-07-07,58K,60K,7
0,~15miles,8,1999-02-07,60K,62K,2
0,~15miles,5,2002-10-12,57K,58K,5
0,~10miles,3,2010-11-26,62K,63K,5
0,~15miles,6,2005-04-11,62K,63K,7
1,>30miles,7,2007-06-28,64K,66K,1
0,~15miles,7,2007-12-07,60K,62K,5
0,~10miles,9,2012-05-28,57K,58K,5
0,~10miles,5,2001-11-24,63K,65K,5
0,~20miles,7,2014-06-11,62K,64K,3
0,~10miles,8,2006-06-05,59K,62K,2
1,~10miles,9,2013-03-30,60K,61K,6
0,~15miles,8,2002-05-26,65K,66K,1
0,~15miles,7,2005-10-21,62K,63K,3
0,>30miles,7,2007-01-08,65K,68K,1
1,~15miles,7,2012-06-27,63K,66K,3
1,~15miles,7,2013-02-06,56K,58K,6
1,~20miles,2,2019-07-09,64K,65K,2
1,~10miles,10,2012-12-04,63K,65K,5
1,~20miles,5,1999-09-27,62K,65K,3
0,~10miles,7,2006-04-21,66K,68K,3
0,~15miles,9,2009-11-29,63K,65K,1
0,~10miles,6,2007-09-20,58K,60K,1
0,~10miles,9,2011-09-26,56K,58K,1
0,~15miles,6,2013-11-18,58K,61K,5
0,~15miles,4,1999-05-22,60K,64K,5
1,>30miles,2,2001-01-11,62K,63K,5
0,~20miles,6,2009-09-03,65K,65K,6
1,~10miles,8,2010-06-28,60K,61K,1
0,~20miles,7,2010-11-08,61K,63K,1
0,~15miles,8,2000-08-15,59K,60K,2
1,~20miles,8,2013-03-02,59K,62K,7
0,~10miles,9,2002-03-25,61K,63K,6
0,~20miles,12,2000-06-24,58K,60K,6
0,<5mile,6,2003-08-29,62K,66K,6
0,<5mile,6,2004-02-14,61K,63K,3
0,~10miles,5,2004-06-15,60K,61K,5
1,~20miles,9,2004-07-15,63K,65K,6
0,~20miles,5,2006-01-19,57K,58K,5
0,>30miles,8,2004-06-10,56K,58K,6
1,<5mile,6,2006-12-08,60K,61K,3
1,>30miles,11,2007-01-19,61K,61K,5
0,~15miles,7,2003-08-13,63K,66K,6
1,~15miles,3,2011-09-07,63K,66K,3
0,~15miles,8,2014-09-05,61K,64K,6
0,~10miles,10,2005-12-11,55K,57K,2
0,~15miles,6,1999-03-07,64K,66K,1
0,~15miles,7,2015-05-18,60K,61K,1
0,>30miles,6,2010-07-31,61K,63K,5
1,~10miles,9,2011-08-10,60K,62K,2
1,~20miles,4,2003-05-02,63K,66K,6
0,~15miles,7,2003-12-15,58K,60K,2
1,>30miles,7,1999-03-16,62K,63K,6
1,~10miles,8,2011-08-19,55K,56K,3
0,>30miles,4,2008-05-21,62K,64K,6
0,~10miles,8,2009-01-06,62K,63K,3
1,~20miles,9,2006-05-15,61K,63K,2
0,<5mile,7,2012-06-18,55K,56K,2
0,>30miles,6,2006-03-17,61K,64K,6
0,<5mile,6,1999-01-07,61K,65K,1
0,~10miles,4,2017-02-22,63K,65K,6
1,~15miles,7,2003-05-14,53K,54K,5
0,~15miles,9,2005-05-07,59K,59K,3
0,~15miles,5,2005-03-08,58K,60K,6
1,~15miles,5,2009-06-24,55K,58K,5
0,~15miles,8,1999-09-30,61K,62K,7
0,~20miles,9,1999-10-08,63K,65K,3
0,~10miles,4,2008-09-18,56K,57K,2
1,>30miles,7,2010-04-05,61K,62K,5
1,>30miles,7,2004-12-01,62K,63K,5
0,~20miles,6,1999-04-05,63K,66K,6
1,~10miles,11,1999-05-02,58K,60K,7
1,~10miles,6,2003-07-31,60K,61K,2
1,~20miles,5,2006-03-04,60K,62K,5
0,~20miles,5,2015-04-23,58K,61K,1
0,~10miles,8,2007-01-07,63K,65K,5
0,<5mile,5,2013-05-17,61K,63K,2
0,>30miles,7,2012-09-10,64K,66K,5
0,~15miles,8,2011-02-24,55K,56K,5
1,~10miles,8,2007-12-28,60K,61K,3
0,~20miles,7,2001-08-10,61K,62K,5
1,~15miles,11,2005-07-12,65K,66K,5
0,~20miles,9,2010-08-06,59K,61K,3
0,~10miles,6,2016-05-23,56K,58K,2
1,<5mile,9,2005-02-08,61K,63K,2
1,~15miles,5,2014-03-05,60K,62K,6
0,~20miles,7,2014-05-06,64K,66K,5
1,~15miles,7,2001-09-12,58K,60K,5
1,~10miles,5,2013-10-19,63K,64K,7
0,~20miles,9,2007-01-07,58K,59K,6
1,~10miles,7,2014-07-26,64K,66K,1
1,~10miles,6,2003-02-14,57K,58K,6
0,~10miles,6,1999-10-05,60K,61K,7
1,~20miles,8,2001-12-30,57K,60K,6
1,~15miles,7,2012-09-29,61K,62K,6
0,~20miles,9,2012-04-01,60K,64K,2
0,~15miles,5,2003-11-18,60K,62K,1
1,~15miles,8,2013-04-17,58K,61K,7
0,~20miles,10,2002-04-19,54K,55K,7
0,~15miles,6,2001-03-28,61K,63K,6
1,~15miles,4,2004-06-10,62K,64K,3
0,~15miles,3,2011-09-11,55K,57K,1
0,~10miles,10,2003-06-26,57K,60K,3
1,~15miles,9,2000-01-17,60K,62K,3
1,~15miles,7,2001-05-03,60K,61K,6
1,~10miles,6,2006-03-02,58K,60K,1
1,>30miles,9,2003-10-15,56K,59K,2
1,~10miles,4,1999-01-22,66K,67K,1
1,~15miles,10,2005-10-09,66K,68K,2
1,>30miles,8,2011-07-30,57K,59K,7
0,~15miles,5,2006-11-11,64K,66K,2
0,<5mile,9,2008-01-30,59K,60K,6
0,~20miles,4,2004-04-04,64K,67K,5
0,>30miles,5,2017-04-03,64K,65K,6
0,~15miles,5,2014-08-29,60K,63K,7
0,~20miles,5,2016-01-06,64K,67K,2
0,>30miles,10,2000-06-17,62K,64K,5
0,~10miles,8,1999-07-24,63K,66K,3
0,~20miles,3,2000-10-21,56K,58K,5
0,~10miles,10,2002-01-05,60K,61K,7
0,~10miles,7,2012-05-23,65K,68K,1
1,>30miles,7,2013-07-15,60K,62K,7
0,~10miles,5,2008-03-23,60K,61K,7
1,~20miles,4,2011-09-21,61K,63K,2
0,~20miles,6,2008-11-07,60K,62K,1
0,>30miles,6,2008-02-20,59K,60K,2
1,~20miles,5,2003-01-04,58K,59K,7
0,~10miles,7,2011-05-03,61K,64K,7
0,~15miles,6,2005-04-14,60K,62K,2
1,~10miles,10,2009-11-22,63K,66K,5
1,~20miles,9,2002-07-24,61K,63K,3
0,~10miles,8,2013-01-31,61K,63K,1
0,~15miles,7,2004-06-09,57K,58K,2
1,<5mile,5,2002-05-18,59K,59K,2
0,~10miles,7,2008-02-29,60K,62K,2
0,~15miles,6,2015-06-05,57K,59K,6
1,~20miles,7,2003-09-28,56K,57K,7
0,~10miles,8,2008-06-29,59K,60K,2
1,~10miles,5,2012-01-03,60K,61K,1
0,>30miles,6,2000-05-17,49K,50K,5
0,~15miles,4,1999-12-11,57K,58K,2
0,<5mile,10,2004-05-13,60K,62K,6
0,~20miles,7,2001-01-23,63K,65K,6
0,~10miles,8,2011-10-28,60K,62K,2
0,<5mile,4,1999-05-30,61K,62K,2
0,~15miles,6,2008-12-25,53K,54K,3
0,~10miles,4,2016-12-08,63K,65K,5
0,~20miles,6,2014-11-20,57K,58K,2
1,~15miles,8,2004-11-21,56K,59K,5
1,~20miles,9,2002-03-03,61K,62K,1
1,~15miles,8,2010-02-18,59K,60K,3
1,~15miles,5,2012-05-01,65K,66K,7
0,~10miles,7,2008-04-14,59K,61K,6
0,~20miles,9,2011-02-17,59K,62K,7
0,~20miles,6,2012-03-10,64K,65K,6
0,~20miles,8,2005-04-23,66K,68K,1
0,~20miles,11,2008-01-30,60K,62K,1
0,~10miles,5,2006-02-22,60K,62K,5
1,~10miles,10,2000-12-21,53K,56K,6
0,~15miles,8,2014-08-13,60K,61K,7
0,~10miles,8,1999-04-23,60K,63K,1
1,~15miles,8,1999-02-05,61K,61K,5
1,<5mile,7,2014-04-25,54K,56K,2
0,~15miles,8,2010-12-31,62K,63K,2
1,~10miles,5,2006-05-31,57K,58K,1
0,~20miles,4,2001-07-21,59K,61K,6
1,~15miles,7,2002-05-27,61K,63K,7
0,<5mile,2,2007-08-02,59K,60K,2
0,~10miles,6,2014-03-29,61K,62K,1
0,~15miles,3,2015-03-03,59K,61K,6
0,~10miles,5,2012-08-26,59K,60K,6
0,~10miles,8,2009-02-14,60K,61K,5
1,~20miles,7,2002-11-09,65K,66K,6
0,>30miles,9,2000-07-25,57K,58K,2
1,~10miles,5,2006-07-04,60K,62K,5
0,~10miles,9,2004-05-06,68K,70K,6
0,<5mile,11,2004-03-13,57K,58K,5
1,~10miles,6,2008-12-17,62K,65K,7
1,<5mile,5,2012-09-18,59K,61K,7
0,~10miles,8,2001-03-23,60K,61K,1
0,~15miles,7,2013-11-05,56K,58K,2
0,~10miles,9,2004-04-04,63K,64K,6
0,~15miles,5,2004-10-09,61K,65K,1
1,<5mile,8,2001-02-10,61K,62K,1
1,~20miles,8,2011-06-26,62K,63K,7
0,~10miles,10,2006-09-02,60K,62K,1
1,~10miles,6,2008-03-14,55K,57K,1
1,~15miles,9,2013-11-19,62K,64K,7
0,~10miles,10,2008-08-31,61K,62K,2
0,~10miles,5,2003-11-28,59K,60K,6
1,<5mile,5,2007-06-18,58K,61K,2
0,~20miles,8,2012-02-22,56K,57K,1
0,~15miles,8,2002-09-09,63K,66K,5
0,~10miles,5,2003-02-28,61K,63K,1
1,~15miles,9,2007-05-08,61K,63K,5
1,~10miles,12,2000-08-17,61K,62K,7
1,~10miles,5,1999-02-05,59K,60K,1
1,~10miles,5,2007-01-01,60K,63K,7
0,~10miles,9,2007-05-24,56K,59K,5
0,<5mile,10,1999-11-19,64K,65K,1
1,~15miles,9,2007-10-12,56K,58K,7
0,~10miles,7,2007-12-25,61K,64K,3
1,~20miles,7,1999-06-03,61K,63K,1
0,~15miles,5,2016-06-22,61K,62K,5
0,~15miles,8,2005-09-23,64K,67K,2
1,~10miles,7,2014-08-12,52K,55K,1
0,<5mile,8,2013-07-06,61K,62K,5
1,~10miles,6,2011-04-24,63K,65K,2
1,~10miles,8,2008-03-17,64K,66K,5
0,~15miles,4,2001-11-04,63K,64K,6
1,~15miles,9,2007-06-21,56K,58K,3
0,>30miles,8,2003-04-10,60K,63K,7
0,~20miles,7,2008-06-18,61K,62K,1
0,~10miles,6,2004-06-27,56K,57K,2
0,~15miles,8,2003-11-17,60K,62K,7
1,>30miles,4,2000-12-24,58K,61K,1
0,~15miles,9,2008-12-25,56K,58K,5
1,~15miles,6,2013-05-25,63K,65K,6
0,>30miles,8,2001-10-05,60K,62K,3
1,~15miles,9,2012-10-12,62K,64K,7
0,~10miles,9,2002-10-05,65K,68K,5
0,~15miles,5,2009-08-07,60K,61K,2
1,<5mile,8,2012-10-17,57K,59K,6
1,~15miles,6,2011-04-30,63K,64K,3
0,~15miles,6,2017-02-16,63K,66K,5
0,~10miles,9,2009-05-16,55K,58K,6
1,~10miles,9,2003-06-28,59K,60K,1
0,~15miles,9,2005-09-07,59K,61K,7
1,~15miles,9,2008-12-19,52K,54K,3
1,~20miles,6,2009-09-07,58K,58K,1
0,~10miles,11,2005-09-10,56K,57K,3
1,~15miles,8,2007-09-22,59K,61K,6
1,~15miles,6,2003-10-27,65K,66K,3
0,~20miles,7,2014-02-03,61K,62K,2
0,<5mile,6,2001-08-23,61K,62K,3
0,~15miles,6,2008-08-10,66K,69K,2
0,~15miles,7,2010-06-23,62K,63K,1
1,~20miles,9,1999-01-14,58K,58K,7
1,~15miles,8,2013-09-09,64K,68K,6
0,~15miles,7,2005-04-16,61K,64K,7
0,~15miles,9,2012-11-06,65K,66K,5
0,>30miles,5,2013-03-30,60K,61K,1
1,~15miles,5,2004-06-05,62K,66K,7
0,~15miles,3,2003-02-28,61K,63K,1
1,~15miles,8,2000-06-08,59K,62K,3
1,>30miles,6,2011-06-22,63K,64K,2
0,~20miles,5,2015-11-02,56K,58K,5
1,~15miles,3,2010-10-04,61K,64K,5
0,~15miles,6,2013-10-02,65K,68K,5
1,~10miles,5,2008-01-08,60K,63K,7
0,>30miles,7,2015-01-27,59K,61K,3
1,~15miles,9,2010-07-26,63K,65K,7
0,>30miles,8,2004-01-08,57K,60K,2
0,~10miles,4,2001-03-13,60K,62K,3
0,~20miles,5,2003-11-28,62K,65K,1
0,~10miles,6,2013-04-10,58K,60K,6
0,>30miles,5,2005-02-11,62K,63K,1
1,~10miles,7,2015-07-08,63K,66K,3
0,>30miles,7,2008-12-02,61K,62K,6
1,~10miles,6,2010-02-14,61K,63K,1
0,~10miles,8,2009-10-20,59K,61K,5
1,>30miles,8,2008-04-05,58K,59K,2
1,~10miles,8,2010-06-05,61K,62K,2
0,~15miles,9,2011-11-04,66K,66K,7
1,>30miles,7,2005-11-17,61K,64K,6
1,~20miles,9,2002-12-08,60K,62K,6
1,~10miles,4,2008-02-26,58K,60K,6
1,~15miles,7,2012-07-15,59K,61K,5
1,~15miles,6,2016-12-16,54K,56K,1
0,>30miles,9,2000-12-08,56K,57K,3
1,~10miles,6,2013-01-15,56K,58K,3
1,~10miles,8,2002-07-09,55K,57K,3
